control_id,control_family_id,source_system_id,global_edge_id,source_global_edge_id,source,target,source_original,target_original,bond_order_class,bond_order_proxy,hybridization_pair,pi_system_label,sigma_framework_label,control_transform_note,reference_control_role
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_052,c60:C60_e_052,hybridization_label_shuffle_control__c60:C60_29,hybridization_label_shuffle_control__c60:C60_58,c60:C60_29,c60:C60_58,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_053,c60:C60_e_053,hybridization_label_shuffle_control__c60:C60_30,hybridization_label_shuffle_control__c60:C60_31,c60:C60_30,c60:C60_31,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_054,c60:C60_e_054,hybridization_label_shuffle_control__c60:C60_30,hybridization_label_shuffle_control__c60:C60_34,c60:C60_30,c60:C60_34,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_055,c60:C60_e_055,hybridization_label_shuffle_control__c60:C60_31,hybridization_label_shuffle_control__c60:C60_33,c60:C60_31,c60:C60_33,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_056,c60:C60_e_056,hybridization_label_shuffle_control__c60:C60_32,hybridization_label_shuffle_control__c60:C60_33,c60:C60_32,c60:C60_33,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_057,c60:C60_e_057,hybridization_label_shuffle_control__c60:C60_32,hybridization_label_shuffle_control__c60:C60_34,c60:C60_32,c60:C60_34,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_058,c60:C60_e_058,hybridization_label_shuffle_control__c60:C60_32,hybridization_label_shuffle_control__c60:C60_37,c60:C60_32,c60:C60_37,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_059,c60:C60_e_059,hybridization_label_shuffle_control__c60:C60_33,hybridization_label_shuffle_control__c60:C60_42,c60:C60_33,c60:C60_42,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_060,c60:C60_e_060,hybridization_label_shuffle_control__c60:C60_34,hybridization_label_shuffle_control__c60:C60_52,c60:C60_34,c60:C60_52,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_061,c60:C60_e_061,hybridization_label_shuffle_control__c60:C60_35,hybridization_label_shuffle_control__c60:C60_36,c60:C60_35,c60:C60_36,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_062,c60:C60_e_062,hybridization_label_shuffle_control__c60:C60_35,hybridization_label_shuffle_control__c60:C60_39,c60:C60_35,c60:C60_39,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_063,c60:C60_e_063,hybridization_label_shuffle_control__c60:C60_36,hybridization_label_shuffle_control__c60:C60_38,c60:C60_36,c60:C60_38,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_064,c60:C60_e_064,hybridization_label_shuffle_control__c60:C60_37,hybridization_label_shuffle_control__c60:C60_38,c60:C60_37,c60:C60_38,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_065,c60:C60_e_065,hybridization_label_shuffle_control__c60:C60_37,hybridization_label_shuffle_control__c60:C60_39,c60:C60_37,c60:C60_39,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_066,c60:C60_e_066,hybridization_label_shuffle_control__c60:C60_38,hybridization_label_shuffle_control__c60:C60_43,c60:C60_38,c60:C60_43,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_067,c60:C60_e_067,hybridization_label_shuffle_control__c60:C60_39,hybridization_label_shuffle_control__c60:C60_53,c60:C60_39,c60:C60_53,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_068,c60:C60_e_068,hybridization_label_shuffle_control__c60:C60_40,hybridization_label_shuffle_control__c60:C60_43,c60:C60_40,c60:C60_43,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_069,c60:C60_e_069,hybridization_label_shuffle_control__c60:C60_40,hybridization_label_shuffle_control__c60:C60_44,c60:C60_40,c60:C60_44,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_070,c60:C60_e_070,hybridization_label_shuffle_control__c60:C60_41,hybridization_label_shuffle_control__c60:C60_42,c60:C60_41,c60:C60_42,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_071,c60:C60_e_071,hybridization_label_shuffle_control__c60:C60_41,hybridization_label_shuffle_control__c60:C60_44,c60:C60_41,c60:C60_44,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_072,c60:C60_e_072,hybridization_label_shuffle_control__c60:C60_42,hybridization_label_shuffle_control__c60:C60_43,c60:C60_42,c60:C60_43,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_073,c60:C60_e_073,hybridization_label_shuffle_control__c60:C60_44,hybridization_label_shuffle_control__c60:C60_49,c60:C60_44,c60:C60_49,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_074,c60:C60_e_074,hybridization_label_shuffle_control__c60:C60_45,hybridization_label_shuffle_control__c60:C60_48,c60:C60_45,c60:C60_48,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_075,c60:C60_e_075,hybridization_label_shuffle_control__c60:C60_45,hybridization_label_shuffle_control__c60:C60_49,c60:C60_45,c60:C60_49,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_076,c60:C60_e_076,hybridization_label_shuffle_control__c60:C60_46,hybridization_label_shuffle_control__c60:C60_47,c60:C60_46,c60:C60_47,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_077,c60:C60_e_077,hybridization_label_shuffle_control__c60:C60_46,hybridization_label_shuffle_control__c60:C60_49,c60:C60_46,c60:C60_49,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_078,c60:C60_e_078,hybridization_label_shuffle_control__c60:C60_47,hybridization_label_shuffle_control__c60:C60_48,c60:C60_47,c60:C60_48,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_079,c60:C60_e_079,hybridization_label_shuffle_control__c60:C60_50,hybridization_label_shuffle_control__c60:C60_53,c60:C60_50,c60:C60_53,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_080,c60:C60_e_080,hybridization_label_shuffle_control__c60:C60_50,hybridization_label_shuffle_control__c60:C60_54,c60:C60_50,c60:C60_54,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_081,c60:C60_e_081,hybridization_label_shuffle_control__c60:C60_51,hybridization_label_shuffle_control__c60:C60_52,c60:C60_51,c60:C60_52,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_082,c60:C60_e_082,hybridization_label_shuffle_control__c60:C60_51,hybridization_label_shuffle_control__c60:C60_54,c60:C60_51,c60:C60_54,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_083,c60:C60_e_083,hybridization_label_shuffle_control__c60:C60_52,hybridization_label_shuffle_control__c60:C60_53,c60:C60_52,c60:C60_53,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_084,c60:C60_e_084,hybridization_label_shuffle_control__c60:C60_54,hybridization_label_shuffle_control__c60:C60_59,c60:C60_54,c60:C60_59,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_085,c60:C60_e_085,hybridization_label_shuffle_control__c60:C60_55,hybridization_label_shuffle_control__c60:C60_58,c60:C60_55,c60:C60_58,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_086,c60:C60_e_086,hybridization_label_shuffle_control__c60:C60_55,hybridization_label_shuffle_control__c60:C60_59,c60:C60_55,c60:C60_59,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_087,c60:C60_e_087,hybridization_label_shuffle_control__c60:C60_56,hybridization_label_shuffle_control__c60:C60_57,c60:C60_56,c60:C60_57,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_088,c60:C60_e_088,hybridization_label_shuffle_control__c60:C60_56,hybridization_label_shuffle_control__c60:C60_59,c60:C60_56,c60:C60_59,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__c60,hybridization_label_shuffle_control,c60,hybridization_label_shuffle_control__c60:C60_e_089,c60:C60_e_089,hybridization_label_shuffle_control__c60:C60_57,hybridization_label_shuffle_control__c60:C60_58,c60:C60_57,c60:C60_58,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,source scaffold copied before control transform,synthetic_control_only
hybridization_label_shuffle_control__ethyne,hybridization_label_shuffle_control,ethyne,hybridization_label_shuffle_control__ethyne:Eth_e_00,ethyne:Eth_e_00,hybridization_label_shuffle_control__ethyne:Eth_00,hybridization_label_shuffle_control__ethyne:Eth_01,ethyne:Eth_00,ethyne:Eth_01,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,source scaffold copied before control transform,synthetic_control_only
